time,activity,session
"16:00 Uhr","Anreise und Zeltaufbau"
"17:00 Uhr","Anmeldung"
"18:00","Currywurst- und Pommesverkauf im Bistro"
"19:30","Mainsession 1:","...lebendig in meinem Herzen"
"21:00","Anmeldung"
"21:30","Lagerfeuer, Bistro, Chillen"
"01:00","Nachtruhe"
